"Palay and Corn: Volume of Production in Metric Tons by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2025"

"Ecosystem/Croptype","Geolocation","1987 Annual","1988 Annual","1989 Annual","1990 Annual","1991 Annual","1992 Annual","1993 Annual","1994 Annual","1995 Annual","1996 Annual","1997 Annual","1998 Annual","1999 Annual","2000 Annual","2001 Annual","2002 Annual","2003 Annual","2004 Annual","2005 Annual","2006 Annual","2007 Annual","2008 Annual","2009 Annual","2010 Annual","2011 Annual","2012 Annual","2013 Annual","2014 Annual","2015 Annual","2016 Annual","2017 Annual","2018 Annual","2019 Annual","2020 Annual","2021 Annual","2022 Annual","2023 Annual","2024 Annual","2025 Annual"
"White Corn","....Negros Oriental",72930.00,80632.00,84082.00,82459.00,74654.00,64839.00,58345.00,57350.00,50431.00,55607.00,60626.00,61528.00,53858.00,59760.00,57575.00,57624.00,65628.00,54287.00,58365.00,57437.00,62581.00,61060.00,55568.00,60142.00,63398.00,64323.00,63253.00,59779.00,48215.00,55268.00,51712.00,42569.00,45128.25,47025.75,43767.00,36881.25,47606.36,..,..
"White Corn","....Siquijor",6875.00,7026.00,9749.00,10746.00,8594.00,6305.00,3845.00,5440.00,4997.00,5626.00,4645.00,4370.00,5058.00,5244.00,4574.00,5530.00,5533.00,6088.00,4279.00,4991.00,6242.00,6436.00,12453.00,6200.00,6056.00,5420.00,5257.00,4738.00,5120.00,4797.00,5239.00,3335.00,2063.00,4027.00,4777.00,2767.11,2287.86,..,..
"White Corn","..REGION VIII (EASTERN VISAYAS)",215605.00,219455.00,217190.00,220442.00,216877.00,142999.00,120318.00,58962.00,45556.00,41339.00,42506.00,32283.00,43878.00,44282.00,45439.00,47501.00,49555.00,57331.00,63772.00,70608.00,80185.00,86634.00,82428.00,77580.00,71228.00,74159.75,76102.00,74783.00,77741.00,68966.00,64535.00,66539.25,67254.30,66382.04,56964.16,52775.02,53434.78,52731.22,..
"White Corn","....Biliran",0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.00,312.00,285.00,298.00,258.00,378.00,416.00,418.00,432.00,448.00,459.00,451.00,521.00,534.00,521.00,556.00,494.00,497.00,507.00,497.00,512.00,512.00,516.00,465.00,448.80,433.65,411.90,420.00,435.54,422.30,435.89,..
"White Corn","....Eastern Samar",220.00,188.00,0.00,0.00,18.00,42.00,99.00,72.00,65.00,53.00,56.00,53.00,42.00,45.00,49.00,56.00,67.00,91.00,121.00,147.00,178.00,219.00,249.00,281.00,261.00,294.00,303.00,307.00,325.00,258.00,330.00,341.00,275.00,206.54,211.55,203.88,163.80,185.60,..
"White Corn","....Leyte",142665.00,143014.00,146264.00,147967.00,144615.00,94050.00,91111.00,37174.00,25650.00,25337.00,26222.00,19020.00,28802.00,29720.00,30571.00,32481.00,34405.00,41142.00,45803.00,51113.00,58968.00,61939.00,57241.00,52396.00,45710.00,48374.00,50995.00,51221.00,54733.00,47006.00,43504.00,45208.90,47250.65,46615.55,37122.45,33201.57,32565.38,28993.74,..
"White Corn","....Northern Samar",29110.00,29995.00,27320.00,28807.00,28709.00,9893.00,9575.00,7490.00,6964.00,4856.00,4727.00,4899.00,5624.00,5770.00,5813.00,5691.00,5564.00,5644.00,6403.00,6960.00,7561.00,9783.00,10187.00,9520.00,10064.00,10536.75,10890.00,11340.00,11262.00,11068.00,11072.00,10506.55,10156.00,10268.00,10240.80,10181.00,10064.00,10204.00,..
"White Corn","....Samar",28100.00,30755.00,27781.00,28356.00,27829.00,27474.00,11023.00,7410.00,6951.00,5697.00,5947.00,4554.00,4724.00,3742.00,4006.00,4282.00,4546.00,4808.00,5570.00,5749.00,6780.00,7227.00,7258.00,8000.00,8055.00,8017.00,8135.00,6291.00,6288.00,6390.00,6422.00,7766.00,7344.00,7103.05,7029.35,6972.62,9083.30,12299.99,..
"White Corn","....Southern Leyte",15510.00,15503.00,15825.00,15312.00,15706.00,11540.00,8510.00,6580.00,5614.00,5111.00,5256.00,3499.00,4308.00,4589.00,4582.00,4559.00,4525.00,5187.00,5424.00,6118.00,6164.00,6945.00,6937.00,6889.00,6641.00,6431.00,5282.00,5112.00,4621.00,3728.00,2742.00,2268.00,1795.00,1777.00,1940.02,1780.41,1136.00,612.00,..
"White Corn","..REGION IX (ZAMBOANGA PENINSULA)",188345.00,211023.00,213669.00,235323.00,230403.00,203584.00,204807.00,184251.00,189042.00,186410.00,178659.00,192996.00,119685.00,120754.00,131256.00,131671.00,168203.00,183123.00,206847.00,191351.00,188463.00,150399.00,145074.00,163986.00,149950.00,167571.00,174905.00,193017.00,185359.00,217648.06,192226.00,211329.86,146879.13,145515.58,165087.31,153263.09,147571.44,152459.42,..
"White Corn","....Zamboanga del Norte",75900.00,84861.00,91541.00,101883.00,96156.00,72330.00,63803.00,74730.00,68026.00,56315.00,61877.00,77194.00,48502.00,41970.00,38401.00,39836.00,50236.00,41906.00,56238.00,50436.00,52092.00,18950.00,26014.00,35735.00,26494.00,28586.00,36533.00,53600.00,39384.00,53110.00,55116.00,54381.10,45054.13,43439.97,54399.72,44528.41,39199.62,45000.12,..
"White Corn","....Zamboanga del Sur",102160.00,117611.00,113763.00,123004.00,130607.00,127787.00,136930.00,106200.00,117743.00,126374.00,113746.00,113247.00,67078.00,75374.00,89068.00,60026.00,85322.00,102779.00,114448.00,111414.00,116956.00,117785.00,96419.00,104115.00,101710.00,120078.00,118158.00,116272.00,121420.00,135490.00,106492.00,124998.89,72506.11,71201.85,88784.17,86424.22,89859.43,90432.65,..
"White Corn","....Zamboanga Sibugay",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27382.00,28060.00,33587.00,30343.00,25959.00,16035.00,10433.00,17957.00,18601.00,16494.00,14008.00,14246.00,15878.00,17572.00,21216.74,22968.00,21584.89,20715.55,21290.72,21903.42,22310.46,18512.39,17026.65,..
"White Corn","....Zamboanga City",10285.00,8551.00,8365.00,10436.00,3640.00,3467.00,4074.00,3321.00,3273.00,3721.00,3036.00,2555.00,4105.00,3410.00,3787.00,4427.00,4585.00,4851.00,5818.00,3542.00,3380.00,3231.00,4684.00,5535.00,5252.00,4899.00,5968.00,7267.00,6983.00,7831.32,7650.00,10364.98,8603.34,9583.05,0.00,0.00,0.00,0.00,..
"White Corn","..REGION X (NORTHERN MINDANAO)",230915.00,265878.00,337365.00,292068.00,345063.00,287655.00,353294.00,358966.00,420546.00,406827.00,383261.00,371537.00,378919.00,366227.00,395886.00,343931.00,386088.00,359708.00,339889.00,368959.00,358259.00,381578.00,382661.00,372834.00,349754.00,363919.00,355241.00,400628.00,407259.00,463291.93,471610.00,459389.07,485303.30,507379.94,517035.74,514941.70,462165.64,448156.68,..
"White Corn","....Bukidnon",99774.00,131714.00,180212.00,134573.00,181272.00,146900.00,182117.00,139333.00,162357.00,150617.00,111545.00,94708.00,82913.00,94244.00,90128.00,57440.00,91702.00,68203.00,82478.00,92897.00,77643.00,68488.00,58318.00,65388.00,48103.00,65247.00,74306.00,116279.00,118668.00,148611.00,141095.00,143376.71,145693.00,142230.93,140096.24,141785.33,91036.87,94032.96,..
"White Corn","....Camiguin",875.00,1094.00,668.00,1009.00,691.00,510.00,743.00,737.00,273.00,209.00,304.00,530.00,811.00,532.00,447.00,510.00,553.00,544.00,582.00,669.00,601.00,537.00,417.00,439.00,420.00,449.00,407.00,350.00,282.00,254.50,378.00,592.00,506.00,480.50,497.70,402.50,312.75,126.06,..
"White Corn","....Lanao del Norte",85975.00,90291.00,105591.00,104091.00,110501.00,100130.00,128729.00,167931.00,203449.00,195752.00,217054.00,230897.00,230745.00,216225.00,245568.00,218882.00,216199.00,211383.00,176254.00,185678.00,193881.00,220967.00,227772.00,209410.00,200561.00,205799.00,190748.00,186701.00,193374.00,209523.43,221456.00,214497.36,231930.30,261683.18,272625.30,270929.60,272403.20,260994.26,..
"White Corn","....Misamis Occidental",17755.00,15049.00,16907.00,11830.00,12217.00,10510.00,9346.00,14525.00,18738.00,23113.00,21793.00,20058.00,30928.00,22401.00,22506.00,18706.00,27233.00,27366.00,26046.00,35197.00,36295.00,38032.00,40419.00,45343.00,45492.00,45503.00,46414.00,53181.00,51629.00,51745.00,53978.00,52333.00,52212.00,49326.40,48341.50,40065.00,37702.20,29575.00,..
"White Corn","....Misamis Oriental",26536.00,27730.00,33987.00,40565.00,40382.00,29605.00,32359.00,36440.00,35729.00,37136.00,32565.00,25344.00,33522.00,32825.00,37237.00,48393.00,50401.00,52212.00,54529.00,54518.00,49839.00,53554.00,55735.00,52254.00,55178.00,46921.00,43366.00,44117.00,43306.00,53158.00,54703.00,48590.00,54962.00,53658.93,55475.00,61759.27,60710.62,63428.40,..
"White Corn","..REGION XI (DAVAO REGION)",255323.00,252464.00,248337.00,262354.00,232161.00,203295.00,211545.00,143621.00,136620.00,137593.00,138084.00,120565.00,134969.00,142163.00,136443.00,155229.00,169464.00,181347.00,215174.00,258594.00,234094.00,188007.00,176406.00,166414.00,153555.00,150704.00,173301.00,212718.00,173226.00,170609.00,197547.00,202450.90,181389.84,195860.87,200706.80,203965.46,218730.17,221018.90,..
"White Corn","....Davao de Oro (Compostela Valley)",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38174.00,41685.00,51432.00,55314.00,48245.00,47607.00,37446.00,30144.00,30590.00,29868.00,28714.00,36205.00,48709.00,31363.00,34142.00,37412.00,38295.74,37110.59,40892.88,37557.00,37063.00,37660.40,39710.41,..
"White Corn","....Davao del Norte",150155.00,153199.00,146938.00,150477.00,122783.00,118639.00,102108.00,46210.00,40396.00,41745.00,39314.00,29473.00,36556.00,43818.00,41054.00,22407.00,25294.00,22201.00,23472.00,23588.00,25836.00,9570.00,17594.00,14313.00,11514.00,12820.00,10308.00,14566.00,10694.00,10383.00,13773.00,14175.00,13690.00,16442.16,23139.38,24681.03,25249.83,29339.29,..
"White Corn","....Davao del Sur",30220.00,32930.00,35323.00,43852.00,45301.00,25742.00,45422.00,52954.00,44577.00,38611.00,42582.00,40253.00,37590.00,38995.00,42101.00,37362.00,38880.00,50728.00,81005.00,124967.00,80956.00,73288.00,64888.00,54982.00,52404.00,51387.00,60985.00,85006.00,77012.00,67294.00,75988.00,77835.16,29535.08,29991.64,49469.38,51756.95,58391.05,47540.15,..
"White Corn","....Davao Occidental",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33315.71,37492.44,35600.72,34725.03,37550.27,41771.91,..
"White Corn","....Davao Oriental",70590.00,61977.00,60950.00,61597.00,59522.00,52080.00,55026.00,33830.00,33657.00,39976.00,35977.00,32969.00,43782.00,42271.00,38839.00,41689.00,48185.00,44524.00,41314.00,47241.00,65472.00,52919.00,45144.00,50409.00,43459.00,42854.00,46802.00,45673.00,36355.00,42375.00,52636.00,53643.00,50922.82,51892.11,54940.32,55739.45,59878.62,62657.14,..
"White Corn","....City of Davao",4358.00,4358.00,5126.00,6428.00,4555.00,6834.00,8989.00,10627.00,17990.00,17261.00,20211.00,17870.00,17041.00,17079.00,14449.00,15597.00,15420.00,12462.00,14069.00,14553.00,14223.00,14784.00,18636.00,16120.00,16310.00,14929.00,19001.00,18764.00,17802.00,16415.00,17738.00,18502.00,16815.64,19149.65,0.00,0.00,0.00,0.00,..
"White Corn","..REGION XII (SOCCSKSARGEN)",1024404.00,999178.00,1008967.00,1003337.00,977408.00,931864.00,978472.00,572054.00,379577.00,431682.00,406493.00,288298.00,360690.00,392268.00,385789.00,338403.00,390892.00,449338.00,397273.00,411322.00,379165.00,297311.00,287903.00,246574.00,253808.00,241059.00,269571.00,265174.00,233889.00,217856.00,231011.00,228671.00,203943.29,207844.48,223970.03,198521.04,198204.76,188551.94,..
"White Corn","....Cotabato (North Cotabato)",372577.00,384637.00,365826.00,380938.00,377316.00,369681.00,396959.00,143841.00,131441.00,153453.00,140065.00,76986.00,131037.00,111969.00,120221.00,98608.00,128819.00,153403.00,151035.00,154456.00,126522.00,93223.00,96514.00,82529.00,78432.00,68558.00,68360.00,71532.00,61819.00,53184.00,54178.00,57358.00,43740.00,38881.00,52174.00,43262.00,38906.00,38502.00,..
"White Corn","....Sarangani",0.00,0.00,0.00,0.00,0.00,0.00,0.00,71523.00,60854.00,60836.00,53961.00,44404.00,62182.00,57900.00,46603.00,51884.00,53602.00,70498.00,64852.00,64000.00,87911.00,63951.00,66164.00,59187.00,65451.00,73487.00,80299.00,79774.00,73140.00,66969.00,70457.00,64463.00,64733.00,79754.48,83891.04,79158.69,76544.46,76953.94,..
"White Corn","....South Cotabato",616644.00,584891.00,605029.00,591079.00,584561.00,545479.00,552682.00,306914.00,140246.00,160727.00,153453.00,123114.00,124319.00,160423.00,180235.00,143222.00,158652.00,177120.00,130480.00,144194.00,112475.00,79625.00,65446.00,54371.00,58291.00,53732.00,65548.00,62133.00,56995.00,54947.00,53841.00,51962.00,47721.00,43456.00,45918.00,29798.90,36573.30,34522.00,..
"White Corn","....Sultan Kudarat",35183.00,29650.00,38112.00,31320.00,15531.00,16704.00,28831.00,49776.00,47036.00,56666.00,59014.00,43794.00,43152.00,61976.00,38730.00,44689.00,49819.00,48317.00,50906.00,48672.00,52257.00,60512.00,59779.00,50487.00,51634.00,45282.00,55364.00,51735.00,41935.00,42756.00,52535.00,54888.00,47749.29,45753.00,41986.99,46301.45,46181.00,38574.00,..
"White Corn","..REGION XIII (CARAGA)",70105.00,73172.00,72842.00,81406.00,75224.00,120441.00,99295.00,55908.00,53728.00,42470.00,44417.00,59317.00,34186.00,64699.00,60641.00,58298.00,61142.00,77452.00,75521.00,62382.00,86994.00,66161.00,54820.00,48908.00,35110.00,44462.00,54195.00,57086.50,56079.00,66269.86,47001.00,53054.65,54780.88,63993.62,56992.19,39400.17,48116.92,53380.20,..
"White Corn","....Agusan del Norte",21660.00,23888.00,24816.00,25703.00,27745.00,42320.00,16569.00,25168.00,24186.00,18639.00,16339.00,11336.00,4656.00,6603.00,7410.00,7542.00,12344.00,14248.00,10544.00,11319.00,17864.00,13798.00,5051.00,4704.00,5059.00,7770.00,8642.00,9983.00,9696.00,11126.00,8016.00,6372.00,4347.91,7690.48,9856.38,8861.00,8536.98,8705.20,..
"White Corn","....Agusan del Sur",28405.00,29077.00,28479.00,36792.00,28279.00,66921.00,71800.00,22725.00,25286.00,20249.00,21960.00,42930.00,23610.00,50140.00,44932.00,43340.00,39529.00,53455.00,56724.00,40815.00,58775.00,43194.00,38020.00,38160.00,25467.00,30648.00,36910.00,38846.00,39582.00,46693.00,33779.00,40220.00,44426.75,50337.00,39604.50,22872.00,31859.88,35084.00,..
"White Corn","....Dinagat Islands",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,213.00,13.00,7.00,16.00,19.00,13.50,108.00,154.00,200.00,242.00,189.00,264.30,273.00,179.45,157.35,218.00,..
"White Corn","....Surigao del Norte",970.00,739.00,755.00,47.00,31.00,35.00,68.00,123.00,470.00,655.00,628.00,481.00,459.00,489.00,246.00,231.00,197.00,227.00,218.00,443.00,432.00,447.00,880.00,919.00,624.00,424.00,590.00,682.00,642.00,681.00,593.00,705.00,1039.00,1110.10,1220.09,1193.24,1370.71,1429.00,..
"White Corn","....Surigao del Sur",19070.00,19468.00,18792.00,18864.00,19169.00,11165.00,10858.00,7892.00,3786.00,2927.00,5490.00,4570.00,5461.00,7467.00,8053.00,7185.00,9072.00,9522.00,8035.00,9805.00,9923.00,8722.00,10656.00,5112.00,3953.00,5604.00,8034.00,7562.00,6051.00,7615.86,4413.00,5515.65,4778.22,4591.74,6038.22,6294.48,6192.00,7944.00,..
"White Corn","..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM)",233706.00,266917.00,267377.00,305270.00,319937.00,308689.00,310172.00,412574.00,391974.00,378496.00,406559.00,288172.00,422614.00,445022.00,443195.00,382780.00,434829.00,494010.00,517346.00,544960.00,698943.00,593117.00,692633.00,632745.00,647909.00,622829.00,519099.00,543597.00,515725.00,343341.66,418458.00,463863.76,504414.11,461898.05,600406.20,610062.40,524638.37,489458.68,..
"White Corn","....Basilan",5760.00,5647.00,7956.00,2993.00,2975.00,2976.00,3322.00,4215.00,2820.00,2888.00,1897.00,1572.00,3396.00,2386.00,3011.00,1856.00,1333.00,1838.00,1779.00,1886.00,1452.00,1627.00,433.00,316.00,344.00,338.00,160.00,186.00,197.00,165.00,186.00,232.00,79.75,245.24,260.00,576.43,670.00,620.00,..
"White Corn","....Lanao del Sur",122876.00,150554.00,151172.00,169443.00,188476.00,171598.00,181558.00,174356.00,218481.00,247880.00,245394.00,220634.00,292839.00,270164.00,250678.00,248291.00,226905.00,198156.00,182614.00,217320.00,208259.00,236218.00,292643.00,250040.00,219303.00,223782.00,211421.00,168935.00,176046.00,168276.70,235553.00,252397.90,295073.47,300631.44,309474.02,308361.37,309790.14,313600.91,..
"White Corn","....Maguindanao",84390.00,95354.00,88329.00,116027.00,120295.00,127082.00,119283.00,231194.00,168305.00,125550.00,157205.00,64208.00,123863.00,170445.00,187508.00,130568.00,204421.00,291665.00,330023.00,322605.00,486812.00,352548.00,396809.00,379667.00,425741.00,396468.00,305509.00,372568.00,337478.00,173242.96,180874.00,209397.86,207039.89,158717.20,288049.18,298652.05,203123.75,168591.76,..
"White Corn","....Sulu",20370.00,15002.00,19560.00,16447.00,7831.00,6683.00,5659.00,2385.00,1852.00,1646.00,1535.00,1257.00,1434.00,1048.00,912.00,835.00,867.00,941.00,1017.00,1059.00,1061.00,1120.00,1149.00,1025.00,1064.00,1021.00,1042.00,1104.00,1167.00,1037.00,1185.00,1392.00,1287.00,1375.49,1656.00,1506.55,1097.00,680.00,..
"White Corn","....Tawi-tawi",310.00,360.00,360.00,360.00,360.00,350.00,350.00,424.00,516.00,532.00,528.00,501.00,1082.00,979.00,1086.00,1230.00,1303.00,1410.00,1913.00,2090.00,1359.00,1604.00,1599.00,1697.00,1457.00,1220.00,967.00,804.00,837.00,620.00,660.00,444.00,934.00,928.68,967.00,966.00,967.00,928.00,..
"Yellow Corn","..CORDILLERA ADMINISTRATIVE REGION (CAR)",7360.00,15376.00,12568.00,13750.00,10909.00,19830.00,18832.00,22363.00,24120.00,23440.00,27717.00,22697.00,42970.00,51024.00,72842.00,71961.00,64053.00,85256.00,105655.00,136056.00,154062.00,181197.00,185085.00,156518.00,198641.00,204790.00,221818.00,223896.00,217952.00,181362.00,224962.00,190766.20,216158.35,226523.00,197692.74,174319.13,156463.15,145796.73,..
"Yellow Corn","....Abra",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,20.00,21.00,21.00,60.00,40.00,151.00,170.00,175.00,759.00,887.00,909.00,904.00,879.00,875.00,885.00,837.00,865.00,865.00,865.00,866.00,960.00,938.00,935.00,935.00,886.81,..
"Yellow Corn","....Apayao",0.00,0.00,0.00,0.00,0.00,0.00,0.00,4133.00,4820.00,5244.00,6476.00,3642.00,5303.00,6614.00,13946.00,14829.00,18124.00,25630.00,25167.00,27841.00,26224.00,15525.00,16472.00,15831.00,21595.00,24944.00,31751.00,31293.00,30963.00,28483.00,35002.00,25575.00,25303.60,37195.00,31470.00,27879.25,16999.87,13824.83,..
"Yellow Corn","....Benguet",215.00,200.00,207.00,175.00,161.00,14.00,20.00,51.00,29.00,18.00,16.00,9.00,8.00,7.00,6.00,7.00,6.00,6.00,6.00,6.00,6.00,5.00,5.00,5.00,3.00,3.00,3.00,3.00,3.00,12.00,10.00,329.20,414.75,438.00,445.21,464.90,432.60,355.30,..
"Yellow Corn","....Ifugao",2610.00,5665.00,4574.00,4751.00,2446.00,8613.00,6816.00,8010.00,8341.00,7030.00,8208.00,11768.00,26615.00,28542.00,38871.00,38261.00,27583.00,30702.00,31771.00,39095.00,65681.00,86437.00,81738.00,82758.00,92452.00,95418.00,104702.00,117579.00,109890.00,92505.00,103318.00,97792.00,109654.00,109782.52,73690.39,57697.75,51779.01,54469.96,..
"Yellow Corn","....Kalinga",4305.00,9511.00,7787.00,8824.00,7636.00,6806.00,6938.00,5419.00,5510.00,5975.00,7131.00,4201.00,5852.00,7742.00,12845.00,11953.00,13306.00,17640.00,35500.00,49654.00,43264.00,52938.00,62805.00,44310.00,63321.00,62233.00,63032.00,53115.00,52047.00,43129.00,62008.00,43023.00,56200.00,51916.00,66117.14,63558.00,63058.19,54867.00,..
"Yellow Corn","....Mountain Province",230.00,0.00,0.00,0.00,666.00,4397.00,5058.00,4750.00,5420.00,5173.00,5886.00,3077.00,5175.00,8099.00,7153.00,6890.00,4974.00,11238.00,13060.00,19290.00,18712.00,25533.00,23178.00,12705.00,20366.00,21313.00,21455.00,21021.00,24212.00,16368.00,23759.00,23182.00,23720.00,26231.48,25032.00,23784.23,23258.48,21392.83,..
"Yellow Corn","..REGION I (ILOCOS REGION)",54017.00,50384.00,52516.00,73451.00,81070.00,47498.00,53291.00,95119.00,120622.00,145517.00,171665.00,181772.00,140996.00,133373.00,145331.00,140765.00,155136.00,181426.00,250711.00,268046.00,278309.00,306285.00,297772.00,311032.00,335129.00,383259.00,394766.00,425646.56,442741.00,462103.00,508745.00,512925.00,531025.00,516795.00,524253.16,538734.90,548790.29,540750.64,..
"Yellow Corn","....Ilocos Norte",3450.00,4444.00,4689.00,5890.00,7185.00,5912.00,7487.00,14974.00,16002.00,18745.00,28399.00,26421.00,27748.00,19701.00,27887.00,26068.00,28999.00,33023.00,35116.00,40454.00,40891.00,42716.00,41513.00,38485.00,38117.00,39408.00,40013.00,44425.00,47614.00,48623.00,50314.00,52643.00,52949.00,53722.00,54142.00,54543.00,58041.20,59679.00,..
"Yellow Corn","....Ilocos Sur",2928.00,2388.00,5011.00,8191.00,6245.00,2468.00,3298.00,7089.00,8940.00,21061.00,18710.00,18373.00,23019.00,20504.00,22614.00,24073.00,26681.00,28139.00,38807.00,41999.00,51817.00,66024.00,58222.00,46980.00,54609.00,60569.00,61903.00,65517.00,68555.00,74091.00,78448.00,87589.00,100272.00,94676.00,95787.00,99319.00,102933.00,93199.00,..
"Yellow Corn","....La Union",74.00,0.00,18.00,39.00,37.00,87.00,20.00,0.00,166.00,2172.00,6751.00,4146.00,2385.00,3010.00,2594.00,2460.00,4994.00,7825.00,9306.00,9901.00,10307.00,11257.00,10973.00,11257.00,14455.00,18947.00,20944.00,22760.00,23102.00,24147.00,29795.00,30948.00,31648.00,31146.00,27656.16,30140.90,30187.09,30206.64,..
"Yellow Corn","....Pangasinan",47565.00,43552.00,42798.00,59331.00,67603.00,39031.00,42486.00,73056.00,95514.00,103539.00,117805.00,132832.00,87844.00,90158.00,92236.00,88164.00,94462.00,112439.00,167482.00,175692.00,175294.00,186288.00,187064.00,214310.00,227948.00,264335.00,271906.00,292944.56,303470.00,315242.00,350188.00,341745.00,346156.00,337251.00,346668.00,354732.00,357629.00,357666.00,..
"Yellow Corn","..REGION II (CAGAYAN VALLEY)",302451.00,345962.00,343801.00,443198.00,342760.00,491466.00,351928.00,455090.00,574429.00,436194.00,630726.00,547344.00,959912.00,901588.00,863380.00,790411.00,764465.00,1120865.00,715046.00,1158133.00,1216691.00,1412511.00,1526900.00,1212707.00,1544900.00,1808978.26,1659958.79,1810225.65,1757347.95,1640741.44,1803351.10,1590412.72,1832874.40,1835121.27,1869356.34,1943269.91,1952294.26,1946089.03,..
"Yellow Corn","....Batanes",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194.26,182.79,337.65,176.95,150.44,209.10,202.72,177.40,211.00,213.62,275.19,265.00,203.75,..
"Yellow Corn","....Cagayan",25115.00,24693.00,34764.00,36571.00,27900.00,57515.00,42002.00,98278.00,99374.00,87534.00,128110.00,109153.00,133532.00,115230.00,101890.00,136521.00,116522.00,170629.00,136695.00,185470.00,241366.00,277695.00,307268.00,242964.00,345981.00,396658.00,329933.00,404102.00,429089.00,382249.00,484157.00,356239.00,478818.00,491443.00,585338.00,602832.54,620940.00,610130.00,..
"Yellow Corn","....Isabela",254044.00,294938.00,290232.00,374061.00,291184.00,399945.00,266491.00,290360.00,398164.00,299512.00,415603.00,353395.00,697529.00,650114.00,622968.00,532362.00,536353.00,798439.00,480777.00,829821.00,864810.00,970466.00,1012856.00,835002.00,1024186.00,1183123.00,1158106.00,1160834.00,1106944.00,1033271.00,1083112.00,997242.00,1119979.00,1102050.27,1069985.72,1087225.74,1085162.33,1087462.98,..
